cost_id,date,category,subcategory,amount,currency,vendor,department,budget_allocated,approval_status,payment_status,invoice_number
COST00551,2025-07-12,Equipment Maintenance,Sub-EquipmentMaintenance-2,7645.89,USD,Advanced Medical Systems,Ultrasound,8957.29,Approved,Due,INV9851-9129
COST00552,2024-12-22,Medical Supplies,Sub-MedicalSupplies-4,7074.97,USD,Advanced Medical Systems,Andrology,6886.15,Approved,Paid,INV6610-1439
COST00553,2024-08-19,Medical Supplies,Sub-MedicalSupplies-1,43807.68,USD,Health Systems Pro,Andrology,61897.05,Pending,Due,INV2713-9248
COST00554,2024-04-13,Marketing,Sub-Marketing-5,10348.46,USD,Advanced Medical Systems,Embryology Lab,11114.62,Approved,Paid,INV4303-4972
COST00555,2024-02-12,Staff Salaries,Sub-StaffSalaries-2,86971.02,USD,Clinical Solutions Ltd,Counseling,122036.66,Approved,Paid,INV7191-1158
COST00556,2025-07-01,Insurance,Sub-Insurance-2,9646.47,USD,,Andrology,13289.93,Approved,Due,INV1222-8111
COST00557,2025-01-22,IT Support,Sub-ITSupport-3,156254.3020606265,USD,Medical Devices Inc,Surgery,133419.91,Approved,Paid,INV4035-1840
COST00558,2025-07-27,IT Support,Sub-ITSupport-5,652.64,USD,Healthcare Innovations,Ultrasound,530.91,Approved,Overdue,INV8148-4564
COST00559,2025-07-27,Equipment Maintenance,Sub-EquipmentMaintenance-4,1711.95,USD,MedTech Solutions,Embryology Lab,2091.5,Approved,Paid,INV7178-7703
COST00560,2024-07-01,Utilities,Sub-Utilities-4,12325.7,USD,BioMed Corp,Nursing,13673.46,Approved,Paid,INV4633-9868
COST00561,2025-09-03,Medical Supplies,Sub-MedicalSupplies-5,24141.1,USD,Clinical Solutions Ltd,Ultrasound,27652.6,Approved,Paid,INV4880-5900
COST00562,2025-09-21,Insurance,Sub-Insurance-1,10900.11,USD,Advanced Medical Systems,Ultrasound,14635.61,Approved,Paid,INV3258-2863
COST00563,2025-07-14,Pharmaceuticals,Sub-Pharmaceuticals-4,17514.31,USD,Advanced Medical Systems,Ultrasound,16611.67,Approved,Paid,INV1586-5008
COST00564,2025-06-13,Marketing,Sub-Marketing-5,7694.23,USD,BioMed Corp,Counseling,8172.07,Approved,Paid,INV5126-3265
COST00565,2025-01-21,Equipment Maintenance,Sub-EquipmentMaintenance-1,7086.96,USD,Medical Devices Inc,Ultrasound,8073.39,Approved,Paid,INV1435-5812
COST00566,2024-06-08,Marketing,Sub-Marketing-5,15023.72,USD,MedTech Solutions,Reproductive Endocrinology,13035.91,Approved,Paid,INV2316-9732
COST00567,2025-10-24,Equipment Maintenance,Sub-EquipmentMaintenance-2,42847.24,USD,,Ultrasound,42331.65,Approved,Paid,INV4359-2083
COST00568,2025-05-16,Marketing,Sub-Marketing-2,31143.830096503098,USD,Medical Devices Inc,Nursing,35380.59,Rejected,Due,INV9231-8300
COST00569,2025-06-22,Equipment Maintenance,Sub-EquipmentMaintenance-3,215759.03963390324,USD,,Embryology Lab,287874.11,Approved,Paid,INV3946-3871
COST00570,2024-02-09,Staff Salaries,Sub-StaffSalaries-5,79751.43,USD,Precision Healthcare,Counseling,70555.57,Approved,Paid,INV3715-8948
COST00571,2024-03-05,Training,Sub-Training-2,9024.13,USD,Medical Devices Inc,Nursing,12310.36,Approved,Paid,INV4874-1371
COST00572,2025-07-24,Insurance,Sub-Insurance-3,9720.11,USD,Advanced Medical Systems,Embryology Lab,12594.14,Approved,Due,INV4699-2160
COST00573,2024-11-13,Marketing,Sub-Marketing-1,14992.0,USD,BioMed Corp,Nursing,19170.6,Approved,Due,INV4334-8312
COST00574,2024-10-03,Marketing,Sub-Marketing-4,18926.05,USD,MedTech Solutions,Surgery,26652.85,Approved,Paid,INV8884-5063
COST00575,2025-07-10,Utilities,Sub-Utilities-3,17717.02,USD,BioMed Corp,Reproductive Endocrinology,20621.77,Approved,Paid,INV5542-7772
COST00576,2024-07-29,IT Support,Sub-ITSupport-4,6814.55,USD,Healthcare Innovations,Surgery,7918.77,Approved,Paid,INV4120-7753
COST00577,2024-08-10,Marketing,Sub-Marketing-1,2718.72,USD,Clinical Solutions Ltd,Reproductive Endocrinology,2780.23,Approved,Paid,INV2311-6395
COST00578,2024-05-08,Insurance,Sub-Insurance-2,4059.15,USD,Healthcare Innovations,Counseling,4030.57,Pending,Paid,INV3700-7290
COST00579,2024-02-22,Pharmaceuticals,Sub-Pharmaceuticals-2,17482.59,USD,Medical Devices Inc,Reproductive Endocrinology,14776.22,Rejected,Paid,INV1299-8380
COST00580,2025-04-04,Training,Sub-Training-1,4175.75,USD,Clinical Solutions Ltd,Andrology,3963.46,Approved,Paid,INV8094-2569
COST00581,2024-02-28,Training,Sub-Training-3,1807.5,USD,BioMed Corp,Nursing,1833.85,Approved,Due,INV3111-8697
COST00582,2024-11-07,Pharmaceuticals,Sub-Pharmaceuticals-4,1823.19,USD,Clinical Solutions Ltd,Nursing,2242.12,Approved,Paid,INV5978-8102
COST00583,2024-06-15,Pharmaceuticals,Sub-Pharmaceuticals-1,12120.32,USD,Medical Devices Inc,Nursing,17272.47,Approved,Paid,INV7807-4274
COST00584,2025-10-15,Equipment Maintenance,Sub-EquipmentMaintenance-5,33447.82,USD,Advanced Medical Systems,Reproductive Endocrinology,31174.09,Approved,Due,
COST00585,2024-01-31,Equipment Maintenance,Sub-EquipmentMaintenance-4,22082.36,USD,Medical Devices Inc,Andrology,30904.49,Approved,Paid,INV1462-4514
COST00586,2024-06-10,Insurance,Sub-Insurance-3,122288.08156446421,USD,BioMed Corp,Surgery,137421.64,Pending,Paid,INV2109-3065
COST00587,2024-06-03,Equipment Maintenance,Sub-EquipmentMaintenance-4,2811.91,USD,Precision Healthcare,Embryology Lab,2885.08,Approved,Due,INV7890-5281
COST00588,2024-12-23,Training,Sub-Training-3,10024.22,USD,Advanced Medical Systems,Embryology Lab,13630.99,Approved,Paid,INV6025-9562
COST00589,2025-07-25,Staff Salaries,Sub-StaffSalaries-4,98896.9,USD,Healthcare Innovations,Ultrasound,143178.49,Approved,Paid,INV8514-1574
COST00590,2024-08-01,IT Support,Sub-ITSupport-4,9924.55,USD,BioMed Corp,Embryology Lab,8865.41,Approved,Paid,INV6725-2895
COST00591,2024-11-02,Pharmaceuticals,Sub-Pharmaceuticals-3,15683.93,USD,Medical Devices Inc,Surgery,15228.62,Approved,Paid,INV9546-7527
COST00592,2025-01-26,Medical Supplies,Sub-MedicalSupplies-5,7718.39,USD,BioMed Corp,Ultrasound,11328.56,Approved,Overdue,INV3876-8759
COST00593,2024-02-12,Staff Salaries,Sub-StaffSalaries-2,197323.56,USD,Medical Devices Inc,Reproductive Endocrinology,258967.97,Approved,Due,INV1794-9219
COST00594,2025-05-01,Staff Salaries,Sub-StaffSalaries-3,3493859.9050039668,USD,Healthcare Innovations,Surgery,4452507.58,Approved,Due,INV5244-5669
COST00595,2025-01-25,Marketing,Sub-Marketing-5,17387.98,USD,Healthcare Innovations,Surgery,20623.16,Approved,Paid,INV9207-5798
COST00596,2024-10-26,Utilities,Sub-Utilities-1,19057.4,USD,MedTech Solutions,Reproductive Endocrinology,22722.05,Approved,Paid,INV6938-7563
COST00597,2024-06-15,Rent/Lease,Sub-Rent/Lease-5,9814.94,USD,,Counseling,11405.53,Pending,Paid,INV1821-1010
COST00598,2024-07-23,Insurance,Sub-Insurance-2,17584.61,USD,Health Systems Pro,Andrology,15950.0,Approved,Due,INV7895-2234
COST00599,2024-02-23,Rent/Lease,Sub-Rent/Lease-3,11755.54,USD,Healthcare Innovations,Surgery,16634.0,Approved,Paid,INV6583-1734
COST00600,2025-02-23,Insurance,Sub-Insurance-3,113291.84957876104,USD,BioMed Corp,Reproductive Endocrinology,160129.77,Approved,Paid,INV4749-6197
COST00601,2024-07-05,Medical Supplies,Sub-MedicalSupplies-5,24477.51,USD,Precision Healthcare,Reproductive Endocrinology,35730.81,Approved,Overdue,
COST00602,2024-11-19,Pharmaceuticals,Sub-Pharmaceuticals-5,10116.62,USD,Precision Healthcare,Counseling,9203.19,Approved,Paid,INV1429-9902
COST00603,2025-08-07,Training,Sub-Training-1,16888.43,USD,,Ultrasound,20927.58,Pending,Paid,INV4599-7258
COST00604,2024-03-28,Medical Supplies,Sub-MedicalSupplies-3,39843.38,USD,Health Systems Pro,Embryology Lab,36947.51,Approved,Paid,INV6285-2673
COST00605,2024-03-24,IT Support,Sub-ITSupport-4,13226.95,USD,Health Systems Pro,Andrology,17282.7,Approved,Paid,INV9196-1973
COST00606,2024-01-20,Pharmaceuticals,Sub-Pharmaceuticals-1,3679.89,USD,MedTech Solutions,Nursing,5163.33,Approved,Paid,INV9990-3821
COST00607,2025-07-11,Medical Supplies,Sub-MedicalSupplies-4,38973.23,USD,Advanced Medical Systems,Ultrasound,46831.44,Approved,Paid,
COST00608,2024-10-12,Pharmaceuticals,Sub-Pharmaceuticals-5,14250.68,USD,Precision Healthcare,Counseling,14789.93,Pending,Paid,INV7205-7389
COST00609,2025-02-22,Pharmaceuticals,Sub-Pharmaceuticals-5,7654.55,USD,BioMed Corp,Reproductive Endocrinology,10914.42,Approved,Paid,INV9350-1173
COST00610,2024-07-31,Pharmaceuticals,Sub-Pharmaceuticals-3,1350.81,USD,Advanced Medical Systems,Andrology,1125.24,Pending,Paid,INV6939-7271
COST00611,2025-05-03,Medical Supplies,Sub-MedicalSupplies-4,18671.74,USD,Precision Healthcare,Embryology Lab,17721.94,Approved,Due,INV9536-9403
COST00612,2024-05-05,Utilities,Sub-Utilities-2,18212.54,USD,Clinical Solutions Ltd,Andrology,25110.32,Approved,Due,INV7267-7698
COST00613,2025-09-11,IT Support,Sub-ITSupport-3,19398.46,USD,Health Systems Pro,Surgery,27823.82,Approved,Due,INV4753-5882
COST00614,2025-04-07,Training,Sub-Training-4,18511.36,USD,Health Systems Pro,Counseling,22085.83,Pending,Paid,INV8479-2101
COST00615,2025-10-29,Rent/Lease,Sub-Rent/Lease-1,4076.15,USD,MedTech Solutions,Counseling,5853.09,Approved,Paid,INV8829-8210
COST00616,2024-09-08,Utilities,Sub-Utilities-3,19318.05,USD,,Surgery,20861.2,Pending,Paid,INV8962-2102
COST00617,2024-07-31,Utilities,Sub-Utilities-2,8947.7,USD,Clinical Solutions Ltd,Reproductive Endocrinology,11397.78,Approved,Paid,INV8791-5209
COST00618,2025-06-01,IT Support,Sub-ITSupport-2,18982.54,USD,,Surgery,17345.73,Approved,Paid,INV3896-2775
COST00619,2024-04-23,Utilities,Sub-Utilities-2,4810.32,USD,Health Systems Pro,Reproductive Endocrinology,5544.71,Approved,Paid,INV4461-2008
COST00620,2024-08-23,Insurance,Sub-Insurance-3,15239.63,USD,Advanced Medical Systems,Embryology Lab,21878.84,Approved,Paid,INV6991-4260
COST00621,2024-11-18,Staff Salaries,Sub-StaffSalaries-4,146778.15,USD,Health Systems Pro,Embryology Lab,219876.86,Approved,Due,INV1055-4247
COST00622,2025-07-30,Staff Salaries,Sub-StaffSalaries-4,158680.48,USD,Healthcare Innovations,Andrology,233202.69,Pending,Paid,INV6073-1243
COST00623,2025-01-02,Pharmaceuticals,Sub-Pharmaceuticals-4,10033.7,USD,MedTech Solutions,Andrology,9010.29,Approved,Paid,INV3913-7440
COST00624,2024-05-15,Medical Supplies,Sub-MedicalSupplies-1,19162.12,USD,Precision Healthcare,Nursing,20011.66,Approved,Paid,INV7451-7378
COST00625,2024-04-18,Equipment Maintenance,Sub-EquipmentMaintenance-5,13051.36,USD,MedTech Solutions,Andrology,13960.28,Approved,Paid,INV2507-9731
COST00626,2024-03-04,Marketing,Sub-Marketing-4,5936.21,USD,Advanced Medical Systems,Ultrasound,8819.83,Pending,Paid,INV1381-6619
COST00627,2025-07-28,Rent/Lease,Sub-Rent/Lease-3,6229.35,USD,,Surgery,7346.92,Approved,Paid,INV4462-9834
COST00628,2025-02-18,Staff Salaries,Sub-StaffSalaries-1,183496.39,USD,BioMed Corp,Embryology Lab,189585.1,Pending,Paid,INV3964-6277
COST00629,2024-03-13,Marketing,Sub-Marketing-2,7496.68,USD,MedTech Solutions,Embryology Lab,8043.19,Approved,Paid,INV4532-5201
COST00630,2025-10-06,Training,Sub-Training-3,1105.23,USD,Health Systems Pro,Embryology Lab,1573.97,Approved,Paid,
COST00631,2025-01-26,Marketing,Sub-Marketing-4,13138.51,USD,Advanced Medical Systems,Embryology Lab,13681.81,Approved,Paid,INV1083-2895
COST00632,2025-05-29,Staff Salaries,Sub-StaffSalaries-4,84116.7,USD,Precision Healthcare,Reproductive Endocrinology,84037.09,Approved,Paid,INV8613-8200
COST00633,2025-05-27,Marketing,Sub-Marketing-1,17157.25,USD,Clinical Solutions Ltd,Ultrasound,14049.66,Pending,Paid,INV8468-4769
COST00634,2024-11-20,Medical Supplies,Sub-MedicalSupplies-5,31788.47,USD,Advanced Medical Systems,Nursing,29904.67,Approved,Paid,INV4347-6668
COST00635,2024-03-31,Equipment Maintenance,Sub-EquipmentMaintenance-3,4927.98,USD,Precision Healthcare,Surgery,5606.11,Approved,Paid,INV6384-9882
COST00636,2024-06-15,Rent/Lease,Sub-Rent/Lease-4,4714.03,USD,BioMed Corp,Nursing,4974.99,Approved,Due,INV3133-4863
COST00637,2024-07-07,Marketing,Sub-Marketing-5,2708.62,USD,Advanced Medical Systems,Ultrasound,3647.96,Rejected,Paid,INV2865-9454
COST00638,2025-10-25,Staff Salaries,Sub-StaffSalaries-1,99477.47,USD,Medical Devices Inc,Counseling,136187.6,Approved,Paid,INV6986-4554
COST00639,2025-01-03,Rent/Lease,Sub-Rent/Lease-4,13149.56,USD,,Counseling,11562.68,Approved,Paid,INV1765-5373
COST00640,2025-03-24,Marketing,Sub-Marketing-1,18849.96,USD,Medical Devices Inc,Surgery,18557.82,Approved,Due,INV5507-9055
COST00641,2024-05-07,Utilities,Sub-Utilities-2,10326.14,USD,,Surgery,13201.08,Approved,Due,
COST00642,2024-05-05,Insurance,Sub-Insurance-2,9280.29,USD,Clinical Solutions Ltd,Counseling,13544.98,Approved,Due,INV8869-8185
COST00643,2024-01-30,Utilities,Sub-Utilities-4,144852.66033519176,USD,Medical Devices Inc,Reproductive Endocrinology,167960.08,Approved,Paid,INV8469-7622
COST00644,2024-03-20,Training,Sub-Training-1,7129.71,USD,Health Systems Pro,Embryology Lab,8121.73,Approved,Paid,INV9320-6579
COST00645,2025-06-10,Medical Supplies,Sub-MedicalSupplies-1,11769.94,USD,Advanced Medical Systems,Counseling,9774.89,Approved,Overdue,INV3341-9392
COST00646,2024-05-22,Medical Supplies,Sub-MedicalSupplies-1,21222.79,USD,Healthcare Innovations,Counseling,29502.76,Approved,Due,INV6923-9050
COST00647,2025-07-17,Staff Salaries,Sub-StaffSalaries-1,143463.37,USD,Healthcare Innovations,Surgery,169172.15,Pending,Paid,INV8705-1834
COST00648,2025-09-30,Equipment Maintenance,Sub-EquipmentMaintenance-4,25195.58,USD,Advanced Medical Systems,Embryology Lab,37482.05,Approved,Paid,INV5036-5554
COST00649,2024-08-10,Utilities,Sub-Utilities-5,13452.61,USD,Precision Healthcare,Reproductive Endocrinology,10934.49,Approved,Due,INV3301-4432
COST00650,2024-10-17,Insurance,Sub-Insurance-4,7318.76,USD,Healthcare Innovations,Ultrasound,7584.76,Approved,Paid,INV4029-3527
COST00651,2025-01-05,Insurance,Sub-Insurance-3,16805.24,USD,BioMed Corp,Surgery,22966.5,Approved,Paid,
COST00652,2024-04-06,Marketing,Sub-Marketing-2,16659.87,USD,Clinical Solutions Ltd,Surgery,21690.1,Approved,Due,INV6435-4181
COST00653,2024-08-25,Insurance,Sub-Insurance-3,3021.51,USD,Healthcare Innovations,Embryology Lab,4463.13,Approved,Paid,INV1921-7372
COST00654,2024-06-03,IT Support,Sub-ITSupport-5,7356.43,USD,Health Systems Pro,Embryology Lab,10376.23,Approved,Paid,
COST00655,2025-03-08,Marketing,Sub-Marketing-3,13416.32,USD,Advanced Medical Systems,Nursing,11481.65,Approved,Overdue,INV8413-5235
COST00656,2024-05-01,Staff Salaries,Sub-StaffSalaries-3,157097.02,USD,Healthcare Innovations,Counseling,165143.1,Approved,Paid,INV3037-6812
COST00657,2024-08-21,IT Support,Sub-ITSupport-3,12671.62,USD,Precision Healthcare,Surgery,18581.48,Approved,Paid,INV1765-2860
COST00658,2024-02-11,IT Support,Sub-ITSupport-5,3581.18,USD,Medical Devices Inc,Nursing,5191.54,Approved,Paid,INV1116-2750
COST00659,2025-08-10,Insurance,Sub-Insurance-5,7543.65,USD,Advanced Medical Systems,Reproductive Endocrinology,10186.69,Approved,Due,
COST00660,2024-05-08,Pharmaceuticals,Sub-Pharmaceuticals-1,3752.6,USD,Healthcare Innovations,Embryology Lab,5534.99,Approved,Paid,INV3389-7970
COST00661,2024-10-25,Rent/Lease,Sub-Rent/Lease-2,15155.1,USD,Health Systems Pro,Nursing,18133.19,Approved,Paid,INV1046-8325
COST00662,2024-09-07,Rent/Lease,Sub-Rent/Lease-3,19197.42,USD,BioMed Corp,Surgery,24684.13,Pending,Due,INV3174-5593
COST00663,2025-04-09,Equipment Maintenance,Sub-EquipmentMaintenance-2,16895.08,USD,MedTech Solutions,Ultrasound,17460.25,Approved,Due,
COST00664,2025-10-24,Training,Sub-Training-1,4772.55,USD,MedTech Solutions,Ultrasound,6790.54,Approved,Due,INV6438-2297
COST00665,2025-08-07,Staff Salaries,Sub-StaffSalaries-2,163793.49,USD,Healthcare Innovations,Reproductive Endocrinology,217223.25,Approved,Paid,INV1241-6102
COST00666,2025-06-23,Equipment Maintenance,Sub-EquipmentMaintenance-2,5541.95,USD,BioMed Corp,Andrology,6390.35,Approved,Due,INV8337-1142
COST00667,2025-09-15,Utilities,Sub-Utilities-3,11470.11,USD,Healthcare Innovations,Nursing,9401.9,Approved,Paid,INV3166-9357
COST00668,2024-05-30,Rent/Lease,Sub-Rent/Lease-3,18675.87,USD,Health Systems Pro,Andrology,23330.39,Approved,Paid,
COST00669,2025-06-29,Medical Supplies,Sub-MedicalSupplies-5,37569.16,USD,Healthcare Innovations,Reproductive Endocrinology,31414.03,Approved,Due,INV8499-3543
COST00670,2024-11-28,Pharmaceuticals,Sub-Pharmaceuticals-2,18448.95,USD,Medical Devices Inc,Reproductive Endocrinology,26536.57,Approved,Due,INV3219-2712
COST00671,2024-09-24,Rent/Lease,Sub-Rent/Lease-1,7707.67,USD,Precision Healthcare,Andrology,7912.37,Approved,Paid,INV5299-8947
COST00672,2024-10-21,Training,Sub-Training-2,6842.39,USD,Healthcare Innovations,Surgery,6249.65,Approved,Paid,INV3381-8479
COST00673,2025-04-02,Equipment Maintenance,Sub-EquipmentMaintenance-3,1207.17,USD,Health Systems Pro,Surgery,1657.89,Approved,Paid,INV5058-2577
COST00674,2025-07-03,Equipment Maintenance,Sub-EquipmentMaintenance-5,3756.5,USD,Precision Healthcare,Embryology Lab,5163.8,Approved,Due,INV5773-6478
COST00675,2025-09-19,Equipment Maintenance,Sub-EquipmentMaintenance-5,33969.02,USD,Medical Devices Inc,Surgery,29222.27,Approved,Paid,INV8061-1081
COST00676,2025-02-24,Marketing,Sub-Marketing-1,205898.74552570257,USD,Health Systems Pro,Embryology Lab,173447.52,Approved,Paid,
COST00677,2024-03-28,Medical Supplies,Sub-MedicalSupplies-2,40796.5,USD,BioMed Corp,Andrology,33022.88,Approved,Paid,INV8711-3183
COST00678,2025-02-17,Staff Salaries,Sub-StaffSalaries-1,148930.02,USD,Clinical Solutions Ltd,Surgery,126343.23,Approved,Paid,INV3625-2487
COST00679,2025-01-03,Medical Supplies,Sub-MedicalSupplies-1,34732.9,USD,Healthcare Innovations,Ultrasound,49241.62,Approved,Due,INV4283-8852
COST00680,2024-08-07,Utilities,Sub-Utilities-5,7676.3,USD,Health Systems Pro,Ultrasound,8563.79,Approved,Paid,INV9954-3505
COST00681,2025-04-03,Medical Supplies,Sub-MedicalSupplies-2,25822.41,USD,Medical Devices Inc,Embryology Lab,36475.31,Approved,Paid,
COST00682,2024-06-23,Rent/Lease,Sub-Rent/Lease-4,4247.86,USD,MedTech Solutions,Andrology,5202.18,Approved,Paid,INV7583-6437
COST00683,2024-02-15,Staff Salaries,Sub-StaffSalaries-1,174859.53,USD,Advanced Medical Systems,Reproductive Endocrinology,190407.64,Approved,Paid,INV2153-8771
COST00684,2024-03-30,Training,Sub-Training-1,3051.86,USD,,Surgery,3981.55,Approved,Due,INV3839-9446
COST00685,2024-07-11,Medical Supplies,Sub-MedicalSupplies-5,5200.94,USD,,Counseling,5842.85,Pending,Paid,INV7100-8131
COST00686,2025-05-16,Pharmaceuticals,Sub-Pharmaceuticals-1,18719.72,USD,Precision Healthcare,Embryology Lab,24123.24,Approved,Paid,INV3351-1311
COST00687,2025-08-09,Insurance,Sub-Insurance-4,2571.71,USD,Precision Healthcare,Surgery,2060.02,Approved,Paid,INV2764-7361
COST00688,2024-02-02,Pharmaceuticals,Sub-Pharmaceuticals-4,19373.67,USD,Advanced Medical Systems,Ultrasound,16505.78,Approved,Paid,INV9311-8766
COST00689,2024-05-13,Marketing,Sub-Marketing-3,17087.92,USD,MedTech Solutions,Embryology Lab,19518.35,Approved,Overdue,INV2614-3289
COST00690,2024-09-13,Utilities,Sub-Utilities-3,91539.82453550518,USD,BioMed Corp,Ultrasound,100984.56,Approved,Due,
COST00691,2025-07-04,Rent/Lease,Sub-Rent/Lease-3,14996.92,USD,Advanced Medical Systems,Embryology Lab,17877.12,Pending,Paid,INV4254-4761
COST00692,2024-08-06,Medical Supplies,Sub-MedicalSupplies-3,2053.98,USD,Medical Devices Inc,Nursing,2033.42,Approved,Paid,INV7215-5869
COST00693,2025-10-24,Staff Salaries,Sub-StaffSalaries-3,72561.14,USD,Medical Devices Inc,Surgery,62161.63,Approved,Paid,INV6054-3380
COST00694,2025-02-07,Marketing,Sub-Marketing-1,18062.81,USD,Precision Healthcare,Reproductive Endocrinology,22772.99,Approved,Paid,
COST00695,2024-05-19,Equipment Maintenance,Sub-EquipmentMaintenance-2,379479.00104225014,USD,Healthcare Innovations,Andrology,483084.58,Approved,Paid,INV2724-1469
COST00696,2025-01-15,Staff Salaries,Sub-StaffSalaries-5,145294.09,USD,Clinical Solutions Ltd,Reproductive Endocrinology,156408.21,Approved,Paid,
COST00697,2025-08-11,Staff Salaries,Sub-StaffSalaries-3,194873.62,USD,Clinical Solutions Ltd,Reproductive Endocrinology,196376.22,Approved,Paid,INV2027-7591
COST00698,2025-03-29,Rent/Lease,Sub-Rent/Lease-3,14110.2,USD,Clinical Solutions Ltd,Andrology,20280.92,Approved,Paid,INV2994-7173
COST00699,2024-12-29,Staff Salaries,Sub-StaffSalaries-4,150523.27,USD,Healthcare Innovations,Nursing,140786.67,Approved,Due,INV3935-8463
COST00700,2024-02-29,IT Support,Sub-ITSupport-3,18286.04,USD,Advanced Medical Systems,Reproductive Endocrinology,23205.05,Approved,Paid,INV5685-8329
COST00701,2025-09-19,Equipment Maintenance,Sub-EquipmentMaintenance-2,1541.41,USD,,Surgery,2040.4,Approved,Due,INV5471-2668
COST00702,2024-02-06,Equipment Maintenance,Sub-EquipmentMaintenance-1,24088.87,USD,Precision Healthcare,Counseling,23323.98,Approved,Paid,
COST00703,2024-02-27,Staff Salaries,Sub-StaffSalaries-1,119061.44,USD,MedTech Solutions,Reproductive Endocrinology,161581.86,Approved,Paid,INV9826-4513
COST00704,2024-02-02,Training,Sub-Training-2,1258.67,USD,BioMed Corp,Surgery,1479.15,Approved,Paid,INV6962-7624
COST00705,2024-02-24,Utilities,Sub-Utilities-1,19391.41,USD,Medical Devices Inc,Andrology,19244.12,Rejected,Paid,INV2111-7370
COST00706,2024-02-17,Rent/Lease,Sub-Rent/Lease-3,10761.74,USD,BioMed Corp,Reproductive Endocrinology,9435.74,Approved,Due,INV4345-3223
COST00707,2024-03-03,Training,Sub-Training-3,2069.37,USD,,Counseling,2211.31,Approved,Due,INV2946-3274
COST00708,2025-02-07,IT Support,Sub-ITSupport-5,8316.39,USD,Medical Devices Inc,Nursing,7241.1,Approved,Due,INV8719-2159
COST00709,2024-10-04,Insurance,Sub-Insurance-3,3031.0,USD,Healthcare Innovations,Surgery,3241.7,Approved,Due,INV8395-6375
COST00710,2025-06-17,Staff Salaries,Sub-StaffSalaries-4,75314.75,USD,Medical Devices Inc,Reproductive Endocrinology,89390.06,Approved,Paid,INV4906-6003
COST00711,2025-04-08,Training,Sub-Training-5,1834.02,USD,Advanced Medical Systems,Ultrasound,2529.79,Approved,Paid,INV7785-8613
COST00712,2025-09-05,Pharmaceuticals,Sub-Pharmaceuticals-4,17785.83,USD,Medical Devices Inc,Embryology Lab,19727.81,Rejected,Paid,INV3752-7642
COST00713,2024-07-18,Rent/Lease,Sub-Rent/Lease-5,13964.06,USD,Health Systems Pro,Reproductive Endocrinology,11846.05,Approved,Paid,INV4571-9860
COST00714,2025-05-31,Marketing,Sub-Marketing-4,10414.14,USD,Medical Devices Inc,Embryology Lab,11312.0,Approved,Paid,INV9456-7231
COST00715,2025-06-22,IT Support,Sub-ITSupport-4,3702.53,USD,MedTech Solutions,Embryology Lab,4191.76,Rejected,Paid,INV3835-5813
COST00716,2024-11-02,Pharmaceuticals,Sub-Pharmaceuticals-5,15748.24,USD,Health Systems Pro,Reproductive Endocrinology,17907.3,Pending,Paid,INV1930-7454
COST00717,2025-09-03,Utilities,Sub-Utilities-4,9037.23,USD,Clinical Solutions Ltd,Andrology,8700.18,Approved,Paid,INV4142-4403
COST00718,2024-10-13,Pharmaceuticals,Sub-Pharmaceuticals-3,14342.26,USD,Health Systems Pro,Embryology Lab,16864.19,Approved,Overdue,INV3690-3796
COST00719,2024-10-09,Medical Supplies,Sub-MedicalSupplies-1,5891.7,USD,MedTech Solutions,Reproductive Endocrinology,7346.21,Pending,Paid,INV3668-5225
COST00720,2024-10-31,Marketing,Sub-Marketing-5,8604.0,USD,MedTech Solutions,Andrology,8063.95,Approved,Paid,INV1815-4849
COST00721,2025-03-05,Rent/Lease,Sub-Rent/Lease-1,54460.41009763422,USD,Advanced Medical Systems,Embryology Lab,58095.44,Pending,Due,INV4636-9870
COST00722,2024-10-28,Medical Supplies,Sub-MedicalSupplies-5,38616.55,USD,BioMed Corp,Reproductive Endocrinology,34941.34,Approved,Paid,
COST00723,2025-02-27,IT Support,Sub-ITSupport-2,7332.17,USD,BioMed Corp,Counseling,6695.81,Approved,Paid,INV9369-2512
COST00724,2025-09-06,Staff Salaries,Sub-StaffSalaries-1,2551545.7598713376,USD,,Surgery,3113454.32,Approved,Paid,INV6497-8673
COST00725,2024-04-13,IT Support,Sub-ITSupport-5,6286.09,USD,Advanced Medical Systems,Nursing,8305.59,Approved,Paid,INV2910-8475
COST00726,2024-06-05,Staff Salaries,Sub-StaffSalaries-2,130351.56,USD,BioMed Corp,Ultrasound,134616.08,Pending,Due,INV9119-7738
COST00727,2025-10-14,Marketing,Sub-Marketing-4,5580.35,USD,MedTech Solutions,Embryology Lab,5557.98,Approved,Paid,INV5453-5715
COST00728,2024-10-14,Pharmaceuticals,Sub-Pharmaceuticals-3,3979.56,USD,Health Systems Pro,Andrology,3510.03,Approved,Due,INV2995-3720
COST00729,2024-05-21,Staff Salaries,Sub-StaffSalaries-2,198489.82,USD,Healthcare Innovations,Embryology Lab,163848.49,Approved,Due,INV9857-9090
COST00730,2025-08-21,Insurance,Sub-Insurance-1,9303.9,USD,BioMed Corp,Ultrasound,9444.58,Approved,Paid,INV2560-3333
COST00731,2025-01-08,Utilities,Sub-Utilities-1,5231.51,USD,Precision Healthcare,Surgery,7531.82,Approved,Paid,INV7739-7037
COST00732,2025-01-30,Medical Supplies,Sub-MedicalSupplies-4,15494.78,USD,Health Systems Pro,Counseling,19748.75,Approved,Due,INV8414-9726
