kpi_id,month_year,department,kpi_name,kpi_value,target_value,unit,trend,benchmark_comparison
KPI01384,2025-05,Nursing,Room Utilization Rate,0.809,0.702,score,Stable,At Industry Average
KPI01385,2025-05,Nursing,Staff Productivity Score,0.809,0.902,count,Stable,Above Industry Average
KPI01386,2025-05,Nursing,Appointment No-Show Rate,0.863,0.735,%,Improving,Above Industry Average
KPI01387,2025-05,Nursing,Cost Per Patient,1.181,0.721,%,Volatile,At Industry Average
KPI01388,2025-05,Nursing,Revenue Per Patient,0.947,0.741,rate,Stable,Above Industry Average
KPI01389,2025-05,Nursing,Treatment Success Rate,,0.931,%,Improving,Above Industry Average
KPI01390,2025-05,Nursing,Patient Throughput,0.73,0.9,count,Volatile,Below Industry Average
KPI01391,2025-05,Nursing,Overtime Hours,0.942,0.731,%,Volatile,Above Industry Average
KPI01392,2025-05,Nursing,Staff Turnover Rate,0.895,0.721,count,Stable,At Industry Average
KPI01393,2025-05,Ultrasound,Average Wait Time,0.963,0.935,minutes,Volatile,At Industry Average
KPI01394,2025-05,Ultrasound,Patient Satisfaction Score,0.632,0.706,rate,Declining,At Industry Average
KPI01395,2025-05,Ultrasound,Equipment Utilization Rate,0.545,0.898,score,Declining,Below Industry Average
KPI01396,2025-05,Ultrasound,Room Utilization Rate,0.682,0.844,minutes,Volatile,Above Industry Average
KPI01397,2025-05,Ultrasound,Staff Productivity Score,0.572,0.936,%,Volatile,At Industry Average
KPI01398,2025-05,Ultrasound,Appointment No-Show Rate,0.828,0.882,score,Volatile,Above Industry Average
KPI01399,2025-05,Ultrasound,Cost Per Patient,0.764,0.713,rate,Improving,Above Industry Average
KPI01400,2025-05,Ultrasound,Revenue Per Patient,0.911,0.864,count,Stable,At Industry Average
KPI01401,2025-05,Ultrasound,Treatment Success Rate,0.611,0.883,rate,Improving,Below Industry Average
KPI01402,2025-05,Ultrasound,Patient Throughput,0.482,0.876,score,Improving,Above Industry Average
KPI01403,2025-05,Ultrasound,Overtime Hours,0.892,0.887,rate,Declining,Below Industry Average
KPI01404,2025-05,Ultrasound,Staff Turnover Rate,0.972,0.876,minutes,Stable,Above Industry Average
KPI01405,2025-05,Surgery,Average Wait Time,0.557,0.706,minutes,Stable,Below Industry Average
KPI01406,2025-05,Surgery,Patient Satisfaction Score,0.533,0.714,count,Improving,Below Industry Average
KPI01407,2025-05,Surgery,Equipment Utilization Rate,0.713,0.923,USD,Declining,Below Industry Average
KPI01408,2025-05,Surgery,Room Utilization Rate,0.873,0.832,score,Declining,Above Industry Average
KPI01409,2025-05,Surgery,Staff Productivity Score,0.935,0.801,count,Improving,Above Industry Average
KPI01410,2025-05,Surgery,Appointment No-Show Rate,0.545,0.762,rate,Stable,Below Industry Average
KPI01411,2025-05,Surgery,Cost Per Patient,0.538,0.83,count,Volatile,At Industry Average
KPI01412,2025-05,Surgery,Revenue Per Patient,0.655,0.911,rate,Declining,Below Industry Average
KPI01413,2025-05,Surgery,Treatment Success Rate,0.918,0.865,score,Stable,Below Industry Average
KPI01414,2025-05,Surgery,Patient Throughput,0.628,0.765,count,Stable,At Industry Average
KPI01415,2025-05,Surgery,Overtime Hours,0.959,0.822,count,Volatile,Below Industry Average
KPI01416,2025-05,Surgery,Staff Turnover Rate,0.734,0.781,USD,Improving,At Industry Average
KPI01417,2025-05,Counseling,Average Wait Time,0.848,0.802,score,Improving,Above Industry Average
KPI01418,2025-05,Counseling,Patient Satisfaction Score,,0.79,%,Declining,Below Industry Average
KPI01419,2025-05,Counseling,Equipment Utilization Rate,0.96,0.707,minutes,Improving,Above Industry Average
KPI01420,2025-05,Counseling,Room Utilization Rate,0.652,0.914,rate,Volatile,At Industry Average
KPI01421,2025-05,Counseling,Staff Productivity Score,0.663,0.864,minutes,Volatile,Below Industry Average
KPI01422,2025-05,Counseling,Appointment No-Show Rate,0.608,0.845,score,Declining,Above Industry Average
KPI01423,2025-05,Counseling,Cost Per Patient,0.61,0.838,score,Volatile,Below Industry Average
KPI01424,2025-05,Counseling,Revenue Per Patient,0.544,0.937,USD,Volatile,At Industry Average
KPI01425,2025-05,Counseling,Treatment Success Rate,0.623,0.896,%,Stable,Above Industry Average
KPI01426,2025-05,Counseling,Patient Throughput,0.836,0.846,%,Declining,Below Industry Average
KPI01427,2025-05,Counseling,Overtime Hours,0.559,0.894,rate,Declining,Below Industry Average
KPI01428,2025-05,Counseling,Staff Turnover Rate,0.878,0.742,minutes,Improving,Above Industry Average
KPI01429,2025-06,Reproductive Endocrinology,Average Wait Time,0.895,0.724,USD,Volatile,At Industry Average
KPI01430,2025-06,Reproductive Endocrinology,Patient Satisfaction Score,0.668,0.864,rate,Volatile,Above Industry Average
KPI01431,2025-06,Reproductive Endocrinology,Equipment Utilization Rate,0.883,0.819,count,Stable,At Industry Average
KPI01432,2025-06,Reproductive Endocrinology,Room Utilization Rate,0.8,0.788,rate,Volatile,Below Industry Average
KPI01433,2025-06,Reproductive Endocrinology,Staff Productivity Score,0.84,0.94,score,Improving,Below Industry Average
KPI01434,2025-06,Reproductive Endocrinology,Appointment No-Show Rate,0.732,0.747,rate,Declining,Below Industry Average
KPI01435,2025-06,Reproductive Endocrinology,Cost Per Patient,1.055,0.837,count,Stable,Above Industry Average
KPI01436,2025-06,Reproductive Endocrinology,Revenue Per Patient,0.713,0.877,score,Declining,Below Industry Average
KPI01437,2025-06,Reproductive Endocrinology,Treatment Success Rate,0.817,0.743,rate,Volatile,Below Industry Average
KPI01438,2025-06,Reproductive Endocrinology,Patient Throughput,0.92,0.846,score,Improving,At Industry Average
KPI01439,2025-06,Reproductive Endocrinology,Overtime Hours,0.944,0.807,minutes,Volatile,At Industry Average
KPI01440,2025-06,Reproductive Endocrinology,Staff Turnover Rate,0.625,0.842,USD,Stable,At Industry Average
KPI01441,2025-06,Embryology Lab,Average Wait Time,0.903,0.859,%,Declining,Above Industry Average
KPI01442,2025-06,Embryology Lab,Patient Satisfaction Score,0.902,0.871,USD,Volatile,Above Industry Average
KPI01443,2025-06,Embryology Lab,Equipment Utilization Rate,0.866,0.874,rate,Volatile,Above Industry Average
KPI01444,2025-06,Embryology Lab,Room Utilization Rate,0.655,0.896,rate,Declining,Above Industry Average
KPI01445,2025-06,Embryology Lab,Staff Productivity Score,0.588,0.713,%,Improving,At Industry Average
KPI01446,2025-06,Embryology Lab,Appointment No-Show Rate,,0.808,score,Volatile,Above Industry Average
KPI01447,2025-06,Embryology Lab,Cost Per Patient,0.917,0.868,minutes,Stable,Above Industry Average
KPI01448,2025-06,Embryology Lab,Revenue Per Patient,0.636,0.933,USD,Improving,Below Industry Average
KPI01449,2025-06,Embryology Lab,Treatment Success Rate,0.849,0.822,USD,Improving,At Industry Average
KPI01450,2025-06,Embryology Lab,Patient Throughput,0.857,0.711,%,Stable,At Industry Average
KPI01451,2025-06,Embryology Lab,Overtime Hours,0.84,0.883,minutes,Improving,At Industry Average
KPI01452,2025-06,Embryology Lab,Staff Turnover Rate,0.836,0.859,%,Improving,Above Industry Average
KPI01453,2025-06,Andrology,Average Wait Time,1.466,0.836,%,Volatile,Below Industry Average
KPI01454,2025-06,Andrology,Patient Satisfaction Score,0.53,0.73,minutes,Volatile,At Industry Average
KPI01455,2025-06,Andrology,Equipment Utilization Rate,0.521,0.827,score,Volatile,Below Industry Average
KPI01456,2025-06,Andrology,Room Utilization Rate,0.355,0.759,%,Stable,At Industry Average
KPI01457,2025-06,Andrology,Staff Productivity Score,0.722,0.939,rate,Stable,At Industry Average
KPI01458,2025-06,Andrology,Appointment No-Show Rate,0.738,0.827,rate,Improving,Above Industry Average
KPI01459,2025-06,Andrology,Cost Per Patient,0.752,0.722,rate,Improving,At Industry Average
KPI01460,2025-06,Andrology,Revenue Per Patient,0.694,0.743,%,Improving,At Industry Average
KPI01461,2025-06,Andrology,Treatment Success Rate,0.869,0.731,score,Volatile,Above Industry Average
KPI01462,2025-06,Andrology,Patient Throughput,0.539,0.751,%,Stable,At Industry Average
KPI01463,2025-06,Andrology,Overtime Hours,0.575,0.729,minutes,Improving,At Industry Average
KPI01464,2025-06,Andrology,Staff Turnover Rate,0.546,0.75,minutes,Stable,Below Industry Average
KPI01465,2025-06,Nursing,Average Wait Time,0.882,0.867,%,Improving,At Industry Average
KPI01466,2025-06,Nursing,Patient Satisfaction Score,0.906,0.773,rate,Stable,At Industry Average
KPI01467,2025-06,Nursing,Equipment Utilization Rate,0.939,0.77,%,Improving,Below Industry Average
KPI01468,2025-06,Nursing,Room Utilization Rate,0.642,0.874,score,Volatile,Above Industry Average
KPI01469,2025-06,Nursing,Staff Productivity Score,0.726,0.905,%,Stable,At Industry Average
KPI01470,2025-06,Nursing,Appointment No-Show Rate,0.393,0.787,rate,Declining,Below Industry Average
KPI01471,2025-06,Nursing,Cost Per Patient,0.742,0.814,rate,Declining,At Industry Average
KPI01472,2025-06,Nursing,Revenue Per Patient,0.907,0.915,minutes,Declining,Below Industry Average
KPI01473,2025-06,Nursing,Treatment Success Rate,0.851,0.885,%,Improving,Below Industry Average
KPI01474,2025-06,Nursing,Patient Throughput,0.921,0.933,USD,Stable,At Industry Average
KPI01475,2025-06,Nursing,Overtime Hours,0.199,0.733,USD,Stable,At Industry Average
KPI01476,2025-06,Nursing,Staff Turnover Rate,0.555,0.75,count,Volatile,At Industry Average
KPI01477,2025-06,Ultrasound,Average Wait Time,0.647,0.934,%,Stable,At Industry Average
KPI01478,2025-06,Ultrasound,Patient Satisfaction Score,0.592,0.72,rate,Declining,At Industry Average
KPI01479,2025-06,Ultrasound,Equipment Utilization Rate,0.782,0.747,%,Improving,At Industry Average
KPI01480,2025-06,Ultrasound,Room Utilization Rate,0.529,0.777,score,Declining,Above Industry Average
KPI01481,2025-06,Ultrasound,Staff Productivity Score,0.876,0.87,USD,Improving,Above Industry Average
KPI01482,2025-06,Ultrasound,Appointment No-Show Rate,0.554,0.737,%,Improving,Below Industry Average
KPI01483,2025-06,Ultrasound,Cost Per Patient,0.91,0.89,count,Declining,At Industry Average
KPI01484,2025-06,Ultrasound,Revenue Per Patient,0.868,0.769,rate,Volatile,Above Industry Average
KPI01485,2025-06,Ultrasound,Treatment Success Rate,0.581,0.86,rate,Stable,At Industry Average
KPI01486,2025-06,Ultrasound,Patient Throughput,0.654,0.826,minutes,Volatile,At Industry Average
KPI01487,2025-06,Ultrasound,Overtime Hours,0.746,0.797,USD,Declining,At Industry Average
KPI01488,2025-06,Ultrasound,Staff Turnover Rate,0.883,0.802,minutes,Volatile,At Industry Average
KPI01489,2025-06,Surgery,Average Wait Time,0.617,0.884,USD,Volatile,Above Industry Average
KPI01490,2025-06,Surgery,Patient Satisfaction Score,0.6,0.825,rate,Declining,At Industry Average
KPI01491,2025-06,Surgery,Equipment Utilization Rate,0.71,0.761,%,Stable,Above Industry Average
KPI01492,2025-06,Surgery,Room Utilization Rate,1.512,0.72,rate,Improving,Above Industry Average
KPI01493,2025-06,Surgery,Staff Productivity Score,0.652,0.829,count,Declining,Above Industry Average
KPI01494,2025-06,Surgery,Appointment No-Show Rate,0.569,0.843,count,Declining,Above Industry Average
KPI01495,2025-06,Surgery,Cost Per Patient,0.744,0.888,rate,Declining,Below Industry Average
KPI01496,2025-06,Surgery,Revenue Per Patient,0.508,0.745,%,Volatile,At Industry Average
KPI01497,2025-06,Surgery,Treatment Success Rate,0.521,0.946,rate,Stable,At Industry Average
KPI01498,2025-06,Surgery,Patient Throughput,0.728,0.889,USD,Declining,Above Industry Average
KPI01499,2025-06,Surgery,Overtime Hours,0.866,0.906,score,Stable,Below Industry Average
KPI01500,2025-06,Surgery,Staff Turnover Rate,0.592,0.942,score,Stable,Above Industry Average
KPI01501,2025-06,Counseling,Average Wait Time,0.864,0.792,rate,Stable,Below Industry Average
KPI01502,2025-06,Counseling,Patient Satisfaction Score,0.548,0.831,score,Volatile,At Industry Average
KPI01503,2025-06,Counseling,Equipment Utilization Rate,0.586,0.852,minutes,Declining,At Industry Average
KPI01504,2025-06,Counseling,Room Utilization Rate,0.921,0.878,USD,Stable,At Industry Average
KPI01505,2025-06,Counseling,Staff Productivity Score,0.934,0.7,minutes,Stable,At Industry Average
KPI01506,2025-06,Counseling,Appointment No-Show Rate,0.596,0.764,USD,Declining,At Industry Average
KPI01507,2025-06,Counseling,Cost Per Patient,0.781,0.916,rate,Declining,At Industry Average
KPI01508,2025-06,Counseling,Revenue Per Patient,0.746,0.884,minutes,Improving,Above Industry Average
KPI01509,2025-06,Counseling,Treatment Success Rate,0.72,0.932,rate,Declining,Below Industry Average
KPI01510,2025-06,Counseling,Patient Throughput,0.743,0.709,%,Improving,Below Industry Average
KPI01511,2025-06,Counseling,Overtime Hours,0.666,0.921,count,Volatile,At Industry Average
KPI01512,2025-06,Counseling,Staff Turnover Rate,0.585,0.806,USD,Improving,Below Industry Average
KPI01513,2025-07,Reproductive Endocrinology,Average Wait Time,0.561,0.863,count,Declining,Above Industry Average
KPI01514,2025-07,Reproductive Endocrinology,Patient Satisfaction Score,0.841,0.874,minutes,Stable,At Industry Average
KPI01515,2025-07,Reproductive Endocrinology,Equipment Utilization Rate,0.688,0.718,%,Volatile,At Industry Average
KPI01516,2025-07,Reproductive Endocrinology,Room Utilization Rate,0.512,0.835,count,Improving,Above Industry Average
KPI01517,2025-07,Reproductive Endocrinology,Staff Productivity Score,,0.929,score,Stable,Above Industry Average
KPI01518,2025-07,Reproductive Endocrinology,Appointment No-Show Rate,,0.802,minutes,Volatile,Below Industry Average
KPI01519,2025-07,Reproductive Endocrinology,Cost Per Patient,0.687,0.841,%,Improving,Below Industry Average
KPI01520,2025-07,Reproductive Endocrinology,Revenue Per Patient,0.51,0.762,rate,Improving,Above Industry Average
KPI01521,2025-07,Reproductive Endocrinology,Treatment Success Rate,0.631,0.843,minutes,Stable,At Industry Average
KPI01522,2025-07,Reproductive Endocrinology,Patient Throughput,0.87,0.743,score,Volatile,Above Industry Average
KPI01523,2025-07,Reproductive Endocrinology,Overtime Hours,0.762,0.929,minutes,Stable,Above Industry Average
KPI01524,2025-07,Reproductive Endocrinology,Staff Turnover Rate,0.855,0.789,rate,Stable,Above Industry Average
KPI01525,2025-07,Embryology Lab,Average Wait Time,,0.858,%,Volatile,Above Industry Average
KPI01526,2025-07,Embryology Lab,Patient Satisfaction Score,0.595,0.934,minutes,Stable,Above Industry Average
KPI01527,2025-07,Embryology Lab,Equipment Utilization Rate,1.314,0.85,%,Improving,Below Industry Average
KPI01528,2025-07,Embryology Lab,Room Utilization Rate,0.683,0.703,score,Declining,At Industry Average
KPI01529,2025-07,Embryology Lab,Staff Productivity Score,0.738,0.782,rate,Improving,Below Industry Average
KPI01530,2025-07,Embryology Lab,Appointment No-Show Rate,0.82,0.861,count,Declining,Above Industry Average
KPI01531,2025-07,Embryology Lab,Cost Per Patient,0.697,0.865,score,Volatile,Above Industry Average
KPI01532,2025-07,Embryology Lab,Revenue Per Patient,0.642,0.846,count,Stable,Above Industry Average
KPI01533,2025-07,Embryology Lab,Treatment Success Rate,0.866,0.784,%,Declining,At Industry Average
KPI01534,2025-07,Embryology Lab,Patient Throughput,0.499,0.946,%,Stable,At Industry Average
KPI01535,2025-07,Embryology Lab,Overtime Hours,0.87,0.843,USD,Declining,Below Industry Average
KPI01536,2025-07,Embryology Lab,Staff Turnover Rate,0.611,0.723,%,Volatile,Above Industry Average
KPI01537,2025-07,Andrology,Average Wait Time,0.567,0.826,minutes,Stable,Below Industry Average
KPI01538,2025-07,Andrology,Patient Satisfaction Score,0.769,0.891,score,Declining,Below Industry Average
KPI01539,2025-07,Andrology,Equipment Utilization Rate,0.636,0.794,rate,Improving,Above Industry Average
KPI01540,2025-07,Andrology,Room Utilization Rate,0.681,0.724,score,Stable,Below Industry Average
KPI01541,2025-07,Andrology,Staff Productivity Score,0.809,0.829,rate,Declining,At Industry Average
KPI01542,2025-07,Andrology,Appointment No-Show Rate,0.509,0.702,%,Stable,At Industry Average
KPI01543,2025-07,Andrology,Cost Per Patient,0.879,0.797,%,Stable,Above Industry Average
KPI01544,2025-07,Andrology,Revenue Per Patient,1.178,0.708,minutes,Improving,Below Industry Average
KPI01545,2025-07,Andrology,Treatment Success Rate,0.671,0.739,minutes,Stable,At Industry Average
KPI01546,2025-07,Andrology,Patient Throughput,0.661,0.777,rate,Volatile,Below Industry Average
KPI01547,2025-07,Andrology,Overtime Hours,0.497,0.942,%,Stable,Above Industry Average
KPI01548,2025-07,Andrology,Staff Turnover Rate,0.772,0.88,count,Volatile,At Industry Average
KPI01549,2025-07,Nursing,Average Wait Time,,0.873,rate,Volatile,At Industry Average
KPI01550,2025-07,Nursing,Patient Satisfaction Score,0.511,0.732,USD,Declining,Below Industry Average
KPI01551,2025-07,Nursing,Equipment Utilization Rate,0.818,0.724,minutes,Stable,At Industry Average
KPI01552,2025-07,Nursing,Room Utilization Rate,0.821,0.725,%,Declining,Below Industry Average
KPI01553,2025-07,Nursing,Staff Productivity Score,,0.944,minutes,Declining,Below Industry Average
KPI01554,2025-07,Nursing,Appointment No-Show Rate,0.499,0.769,count,Stable,Above Industry Average
KPI01555,2025-07,Nursing,Cost Per Patient,0.809,0.75,score,Volatile,At Industry Average
KPI01556,2025-07,Nursing,Revenue Per Patient,0.711,0.941,score,Stable,At Industry Average
KPI01557,2025-07,Nursing,Treatment Success Rate,,0.716,rate,Declining,Above Industry Average
KPI01558,2025-07,Nursing,Patient Throughput,0.655,0.765,score,Stable,At Industry Average
KPI01559,2025-07,Nursing,Overtime Hours,,0.72,USD,Improving,Above Industry Average
KPI01560,2025-07,Nursing,Staff Turnover Rate,0.519,0.728,minutes,Declining,Above Industry Average
KPI01561,2025-07,Ultrasound,Average Wait Time,0.744,0.75,score,Stable,Above Industry Average
KPI01562,2025-07,Ultrasound,Patient Satisfaction Score,0.819,0.768,USD,Stable,Above Industry Average
KPI01563,2025-07,Ultrasound,Equipment Utilization Rate,,0.786,rate,Declining,Above Industry Average
KPI01564,2025-07,Ultrasound,Room Utilization Rate,1.851,0.864,count,Declining,At Industry Average
KPI01565,2025-07,Ultrasound,Staff Productivity Score,0.546,0.735,count,Stable,Below Industry Average
KPI01566,2025-07,Ultrasound,Appointment No-Show Rate,0.483,0.772,count,Stable,Below Industry Average
KPI01567,2025-07,Ultrasound,Cost Per Patient,0.489,0.703,%,Declining,Above Industry Average
KPI01568,2025-07,Ultrasound,Revenue Per Patient,0.561,0.708,USD,Improving,At Industry Average
KPI01569,2025-07,Ultrasound,Treatment Success Rate,0.892,0.713,minutes,Declining,At Industry Average
KPI01570,2025-07,Ultrasound,Patient Throughput,0.625,0.877,score,Stable,Below Industry Average
KPI01571,2025-07,Ultrasound,Overtime Hours,0.625,0.712,score,Volatile,Above Industry Average
KPI01572,2025-07,Ultrasound,Staff Turnover Rate,0.637,0.815,count,Declining,Below Industry Average
KPI01573,2025-07,Surgery,Average Wait Time,0.568,0.745,minutes,Stable,At Industry Average
KPI01574,2025-07,Surgery,Patient Satisfaction Score,,0.802,rate,Volatile,Above Industry Average
KPI01575,2025-07,Surgery,Equipment Utilization Rate,0.769,0.824,count,Volatile,Above Industry Average
KPI01576,2025-07,Surgery,Room Utilization Rate,0.709,0.705,%,Volatile,Below Industry Average
KPI01577,2025-07,Surgery,Staff Productivity Score,0.533,0.74,score,Declining,Above Industry Average
KPI01578,2025-07,Surgery,Appointment No-Show Rate,0.817,0.868,score,Improving,Above Industry Average
KPI01579,2025-07,Surgery,Cost Per Patient,0.676,0.873,rate,Stable,Above Industry Average
KPI01580,2025-07,Surgery,Revenue Per Patient,0.544,0.91,score,Volatile,Above Industry Average
KPI01581,2025-07,Surgery,Treatment Success Rate,0.666,0.874,rate,Volatile,Above Industry Average
KPI01582,2025-07,Surgery,Patient Throughput,0.628,0.861,%,Stable,At Industry Average
KPI01583,2025-07,Surgery,Overtime Hours,0.476,0.926,count,Declining,Above Industry Average
KPI01584,2025-07,Surgery,Staff Turnover Rate,0.827,0.793,minutes,Stable,Below Industry Average
KPI01585,2025-07,Counseling,Average Wait Time,1.11,0.941,rate,Volatile,Below Industry Average
KPI01586,2025-07,Counseling,Patient Satisfaction Score,0.497,0.827,count,Volatile,Below Industry Average
KPI01587,2025-07,Counseling,Equipment Utilization Rate,0.899,0.843,score,Improving,Below Industry Average
KPI01588,2025-07,Counseling,Room Utilization Rate,0.672,0.93,rate,Improving,Above Industry Average
KPI01589,2025-07,Counseling,Staff Productivity Score,0.577,0.869,USD,Stable,Above Industry Average
KPI01590,2025-07,Counseling,Appointment No-Show Rate,0.902,0.894,count,Declining,Above Industry Average
KPI01591,2025-07,Counseling,Cost Per Patient,1.199,0.848,USD,Volatile,At Industry Average
KPI01592,2025-07,Counseling,Revenue Per Patient,0.485,0.705,score,Volatile,Above Industry Average
KPI01593,2025-07,Counseling,Treatment Success Rate,0.632,0.926,count,Stable,Below Industry Average
KPI01594,2025-07,Counseling,Patient Throughput,0.594,0.82,minutes,Improving,Above Industry Average
KPI01595,2025-07,Counseling,Overtime Hours,0.786,0.929,minutes,Declining,At Industry Average
KPI01596,2025-07,Counseling,Staff Turnover Rate,0.553,0.928,minutes,Volatile,At Industry Average
KPI01597,2025-08,Reproductive Endocrinology,Average Wait Time,0.607,0.949,USD,Improving,At Industry Average
KPI01598,2025-08,Reproductive Endocrinology,Patient Satisfaction Score,0.588,0.932,score,Improving,Below Industry Average
KPI01599,2025-08,Reproductive Endocrinology,Equipment Utilization Rate,0.78,0.779,rate,Volatile,Above Industry Average
KPI01600,2025-08,Reproductive Endocrinology,Room Utilization Rate,0.273,0.826,minutes,Improving,Below Industry Average
KPI01601,2025-08,Reproductive Endocrinology,Staff Productivity Score,0.759,0.85,%,Stable,Below Industry Average
KPI01602,2025-08,Reproductive Endocrinology,Appointment No-Show Rate,0.484,0.769,minutes,Volatile,Above Industry Average
KPI01603,2025-08,Reproductive Endocrinology,Cost Per Patient,0.843,0.793,USD,Declining,Above Industry Average
KPI01604,2025-08,Reproductive Endocrinology,Revenue Per Patient,0.808,0.72,rate,Improving,At Industry Average
KPI01605,2025-08,Reproductive Endocrinology,Treatment Success Rate,0.659,0.83,minutes,Improving,At Industry Average
KPI01606,2025-08,Reproductive Endocrinology,Patient Throughput,0.646,0.79,minutes,Volatile,Above Industry Average
KPI01607,2025-08,Reproductive Endocrinology,Overtime Hours,0.798,0.712,USD,Improving,Above Industry Average
KPI01608,2025-08,Reproductive Endocrinology,Staff Turnover Rate,0.641,0.794,USD,Declining,Below Industry Average
KPI01609,2025-08,Embryology Lab,Average Wait Time,0.709,0.776,rate,Volatile,Below Industry Average
KPI01610,2025-08,Embryology Lab,Patient Satisfaction Score,0.777,0.883,count,Improving,Above Industry Average
KPI01611,2025-08,Embryology Lab,Equipment Utilization Rate,1.337,0.821,score,Stable,Below Industry Average
KPI01612,2025-08,Embryology Lab,Room Utilization Rate,0.887,0.813,score,Stable,Above Industry Average
KPI01613,2025-08,Embryology Lab,Staff Productivity Score,0.736,0.906,rate,Declining,Below Industry Average
KPI01614,2025-08,Embryology Lab,Appointment No-Show Rate,0.466,0.865,rate,Stable,Below Industry Average
KPI01615,2025-08,Embryology Lab,Cost Per Patient,0.828,0.85,USD,Improving,At Industry Average
KPI01616,2025-08,Embryology Lab,Revenue Per Patient,0.648,0.733,score,Improving,Below Industry Average
KPI01617,2025-08,Embryology Lab,Treatment Success Rate,0.629,0.85,minutes,Stable,Below Industry Average
KPI01618,2025-08,Embryology Lab,Patient Throughput,0.772,0.948,rate,Stable,Above Industry Average
KPI01619,2025-08,Embryology Lab,Overtime Hours,0.712,0.849,rate,Improving,At Industry Average
KPI01620,2025-08,Embryology Lab,Staff Turnover Rate,,0.801,%,Volatile,Above Industry Average
KPI01621,2025-08,Andrology,Average Wait Time,0.541,0.904,USD,Stable,Above Industry Average
KPI01622,2025-08,Andrology,Patient Satisfaction Score,0.847,0.918,count,Stable,Above Industry Average
KPI01623,2025-08,Andrology,Equipment Utilization Rate,0.635,0.752,minutes,Stable,Below Industry Average
KPI01624,2025-08,Andrology,Room Utilization Rate,0.756,0.761,minutes,Improving,At Industry Average
KPI01625,2025-08,Andrology,Staff Productivity Score,0.564,0.95,minutes,Declining,At Industry Average
KPI01626,2025-08,Andrology,Appointment No-Show Rate,0.657,0.852,rate,Stable,Below Industry Average
KPI01627,2025-08,Andrology,Cost Per Patient,0.836,0.797,rate,Improving,Below Industry Average
KPI01628,2025-08,Andrology,Revenue Per Patient,0.536,0.827,%,Declining,Below Industry Average
KPI01629,2025-08,Andrology,Treatment Success Rate,0.748,0.903,score,Stable,Above Industry Average
KPI01630,2025-08,Andrology,Patient Throughput,0.838,0.75,rate,Improving,Above Industry Average
KPI01631,2025-08,Andrology,Overtime Hours,0.537,0.88,rate,Improving,At Industry Average
KPI01632,2025-08,Andrology,Staff Turnover Rate,0.472,0.897,USD,Declining,At Industry Average
KPI01633,2025-08,Nursing,Average Wait Time,0.773,0.935,rate,Stable,At Industry Average
KPI01634,2025-08,Nursing,Patient Satisfaction Score,0.662,0.805,minutes,Improving,Above Industry Average
KPI01635,2025-08,Nursing,Equipment Utilization Rate,0.546,0.736,%,Improving,At Industry Average
KPI01636,2025-08,Nursing,Room Utilization Rate,0.659,0.786,count,Stable,Below Industry Average
KPI01637,2025-08,Nursing,Staff Productivity Score,0.835,0.886,rate,Improving,At Industry Average
KPI01638,2025-08,Nursing,Appointment No-Show Rate,0.526,0.732,count,Stable,At Industry Average
KPI01639,2025-08,Nursing,Cost Per Patient,0.797,0.843,rate,Improving,Above Industry Average
KPI01640,2025-08,Nursing,Revenue Per Patient,0.599,0.704,score,Volatile,Above Industry Average
KPI01641,2025-08,Nursing,Treatment Success Rate,0.733,0.905,count,Declining,Below Industry Average
KPI01642,2025-08,Nursing,Patient Throughput,0.47,0.911,%,Improving,Below Industry Average
KPI01643,2025-08,Nursing,Overtime Hours,0.78,0.809,count,Volatile,Below Industry Average
KPI01644,2025-08,Nursing,Staff Turnover Rate,0.687,0.918,USD,Improving,Below Industry Average
KPI01645,2025-08,Ultrasound,Average Wait Time,0.639,0.905,%,Stable,At Industry Average
KPI01646,2025-08,Ultrasound,Patient Satisfaction Score,0.411,0.819,%,Volatile,Below Industry Average
KPI01647,2025-08,Ultrasound,Equipment Utilization Rate,0.626,0.815,USD,Declining,At Industry Average
KPI01648,2025-08,Ultrasound,Room Utilization Rate,0.648,0.927,%,Declining,Below Industry Average
KPI01649,2025-08,Ultrasound,Staff Productivity Score,0.631,0.946,minutes,Improving,Above Industry Average
KPI01650,2025-08,Ultrasound,Appointment No-Show Rate,0.755,0.797,USD,Improving,At Industry Average
KPI01651,2025-08,Ultrasound,Cost Per Patient,0.821,0.934,%,Volatile,Below Industry Average
KPI01652,2025-08,Ultrasound,Revenue Per Patient,0.508,0.908,count,Declining,Below Industry Average
KPI01653,2025-08,Ultrasound,Treatment Success Rate,0.775,0.788,minutes,Stable,At Industry Average
KPI01654,2025-08,Ultrasound,Patient Throughput,0.795,0.929,USD,Stable,Above Industry Average
KPI01655,2025-08,Ultrasound,Overtime Hours,0.687,0.901,rate,Declining,At Industry Average
KPI01656,2025-08,Ultrasound,Staff Turnover Rate,0.6,0.766,%,Stable,Above Industry Average
KPI01657,2025-08,Surgery,Average Wait Time,0.461,0.741,count,Volatile,Above Industry Average
KPI01658,2025-08,Surgery,Patient Satisfaction Score,0.663,0.709,count,Improving,At Industry Average
KPI01659,2025-08,Surgery,Equipment Utilization Rate,0.49,0.927,rate,Volatile,Above Industry Average
KPI01660,2025-08,Surgery,Room Utilization Rate,0.645,0.78,rate,Declining,Below Industry Average
KPI01661,2025-08,Surgery,Staff Productivity Score,0.718,0.915,%,Stable,At Industry Average
